method,core_n,n
metis,7381,19221
metis,7544,19578
metis,7773,17342
metis,7545,16917
metis,7820,17093
metis,7821,16896
metis,7492,19608
metis,7374,19015
grid,7623,29291
grid,7604,29077
grid,7578,28754
grid,7573,28833
grid,7578,28919
grid,7583,28839
grid,7605,28999
grid,7606,29164
metis_unweighted,7461,19413
metis_unweighted,7468,19473
metis_unweighted,7821,16957
metis_unweighted,7807,17165
metis_unweighted,7447,19422
metis_unweighted,7437,19324
metis_unweighted,7657,19532
metis_unweighted,7652,19728
metis,7339,33213
metis,7744,34610
metis,7542,33296
metis,7570,34265
metis,7441,32925
metis,7665,34832
metis,7787,34063
metis,7392,33579
grid,7608,38930
grid,7525,38688
grid,7599,39022
grid,7545,38860
grid,7608,38930
grid,7523,38680
grid,7569,38880
grid,7503,38680
metis_unweighted,7530,32918
metis_unweighted,7785,33594
metis_unweighted,7787,34342
metis_unweighted,7476,33365
metis_unweighted,7567,34175
metis_unweighted,7479,32911
metis_unweighted,7442,32763
metis_unweighted,7414,33815
metis,8009,19754
metis,7984,19888
metis,7550,20460
metis,7549,20694
metis,7549,20209
metis,7550,20232
metis,8008,19560
metis,8009,19690
grid,7920,29465
grid,7848,29143
grid,7848,29311
grid,7776,28987
grid,7776,28859
grid,7704,28537
grid,7704,28685
grid,7632,28361
metis_unweighted,7549,20424
metis_unweighted,7550,21011
metis_unweighted,8009,19562
metis_unweighted,7973,19557
metis_unweighted,8009,19574
metis_unweighted,8009,19515
metis_unweighted,7553,21222
metis_unweighted,7556,21084
metis,6934,19289
metis,6949,19153
metis,6962,18860
metis,6939,18235
metis,6952,19399
metis,6941,19312
metis,6948,19496
metis,6941,19307
grid,7623,21084
grid,7458,20439
grid,7084,20230
grid,6941,19502
grid,6930,19647
grid,6780,19048
grid,6440,18850
grid,6310,18174
metis_unweighted,6951,17747
metis_unweighted,6961,18156
metis_unweighted,6936,18826
metis_unweighted,6940,18969
metis_unweighted,6950,18535
metis_unweighted,6948,18676
metis_unweighted,6940,19169
metis_unweighted,6940,18930
metis,6623,13413
metis,6868,13680
metis,6816,13619
metis,6650,13425
metis,6726,13502
metis,6819,13644
metis,6695,13511
metis,6749,13518
grid,6896,28351
grid,6852,28404
grid,6865,28405
grid,6810,28085
grid,6667,28688
grid,6639,28634
grid,6626,28469
grid,6591,28251
metis_unweighted,6711,13513
metis_unweighted,6745,13551
metis_unweighted,6769,13552
metis_unweighted,6728,13535
metis_unweighted,6945,13688
metis_unweighted,6820,13606
metis_unweighted,6554,13287
metis_unweighted,6674,13468
metis,7285,21982
metis,7040,21619
metis,7228,21775
metis,7169,21711
metis,6973,21474
metis,7113,21600
metis,7318,22149
metis,7218,21878
grid,7168,24036
grid,7169,24045
grid,7168,24036
grid,7172,24052
grid,7176,24064
grid,7169,24040
grid,7163,24042
grid,7159,24023
metis_unweighted,6993,22043
metis_unweighted,7207,21996
metis_unweighted,7206,21740
metis_unweighted,7119,21487
metis_unweighted,7280,22528
metis_unweighted,7107,22289
metis_unweighted,7219,22139
metis_unweighted,7213,22423
metis,7104,25169
metis,6783,24617
metis,6875,24180
metis,7108,24571
metis,7036,25293
metis,7144,25063
metis,7068,25345
metis,6784,24535
grid,7094,35418
grid,7076,35421
grid,6972,35122
grid,6930,34984
grid,7041,35187
grid,7026,35212
grid,6899,34823
grid,6864,34761
metis_unweighted,6934,24508
metis_unweighted,7197,25041
metis_unweighted,6950,24519
metis_unweighted,7103,24905
metis_unweighted,7120,24944
metis_unweighted,6839,23888
metis_unweighted,6919,24462
metis_unweighted,6840,24707
metis,7078,18959
metis,7105,18681
metis,6847,18639
metis,6880,18538
metis,7067,18834
metis,7191,18909
metis,6928,18738
metis,6904,18542
grid,7040,24406
grid,7000,24250
grid,7040,24406
grid,6980,24194
grid,7010,24361
grid,6970,24205
grid,7010,24361
grid,6950,24149
metis_unweighted,6903,18688
metis_unweighted,6912,18660
metis_unweighted,7079,18910
metis_unweighted,6930,18609
metis_unweighted,7105,19158
metis_unweighted,6994,19158
metis_unweighted,7189,19253
metis_unweighted,6888,18586
metis,6526,23119
metis,6343,22630
metis,6674,23075
metis,6414,22405
metis,6526,22642
metis,6510,22713
metis,6378,22224
metis,6469,22329
grid,6780,31917
grid,6612,31010
grid,6636,31463
grid,6468,30556
grid,6468,31152
grid,6348,30893
grid,6324,30662
grid,6204,30403
metis_unweighted,6343,22402
metis_unweighted,6625,22761
metis_unweighted,6617,23048
metis_unweighted,6440,22277
metis_unweighted,6351,22149
metis_unweighted,6432,22650
metis_unweighted,6410,22228
metis_unweighted,6622,22616
metis,6657,23842
metis,6326,23952
metis,6518,24334
metis,6577,23271
metis,6471,23215
metis,6370,23966
metis,6531,23871
metis,6686,24039
grid,6518,32198
grid,6520,32224
grid,6517,32196
grid,6515,32193
grid,6517,32196
grid,6516,32222
grid,6517,32196
grid,6516,32194
metis_unweighted,6472,23689
metis_unweighted,6550,23438
metis_unweighted,6508,23965
metis_unweighted,6536,23534
metis_unweighted,6326,23896
metis_unweighted,6326,23142
metis_unweighted,6712,23707
metis_unweighted,6706,24171
